INDIRICI_ID	X1	Y1	X2	Y2	
137745	2	3476423.40	5181499.46	3476423.40	5181499.46
137746	2	3476426.00	5181453.13	3476426.00	5181453.13
137761	1	3477107.40	5183651.47	3477107.40	5183651.47
137770	1	3476323.40	5183570.14	3476323.40	5183570.14
137771	1	3476333.10	5183529.26	3476333.10	5183529.26
137772	1	3476340.40	5183493.73	3476340.40	5183493.73
137773	1	3476347.60	5183458.01	3476347.60	5183458.01
137782	3	3476901.30	5180487.85	3476901.30	5180487.85
137798	1	3477413.90	5184358.55	3477413.90	5184358.55
137799	1	3477384.60	5184302.81	3477384.60	5184302.81
137802	2	3476987.80	5182025.21	3476987.80	5182025.21
137803	2	3476918.00	5182014.14	3476918.00	5182014.14
137804	2	3476882.50	5182008.39	3476882.50	5182008.39
137805	2	3476733.00	5182018.49	3476733.00	5182018.49
137806	2	3476764.10	5182026.59	3476764.10	5182026.59
138121	1	3477484.70	5182786.93	3477484.70	5182786.93
138147	1	3474511.20	5182504.64	3474511.20	5182504.64
138148	2	3475684.00	5182732.19	3475684.00	5182732.19
138152	1	3474692.60	5182222.13	3474692.60	5182222.13
138191	1	3475813.70	5181892.20	3475813.70	5181892.20
138192	1	3475854.80	5181891.48	3475854.80	5181891.48
138193	1	3475887.60	5181906.48	3475887.60	5181906.48
138194	1	3475226.50	5182431.83	3475226.50	5182431.83
138195	1	3475267.60	5182447.12	3475267.60	5182447.12
138276	1	3477782.10	5183154.00	3477782.10	5183154.00
138284	1	3474903.10	5181483.19	3474903.10	5181483.19
138290	1	3476379.60	5183319.21	3476379.60	5183319.21
138372	1	3475855.20	5182978.81	3475855.20	5182978.81
138373	2	3477360.40	5183731.12	3477360.40	5183731.12
139454	1	3474915.20	5182190.47	3474915.20	5182190.47
139476	1	3474094.40	5182099.75	3474094.40	5182099.75
139477	1	3474128.90	5182111.83	3474128.90	5182111.83
139478	1	3474137.60	5182059.79	3474137.60	5182059.79
139523	1	3474042.90	5181797.18	3474042.90	5181797.18
139545	1	3474088.50	5181892.02	3474088.50	5181892.02
4464274	1	3476086.60	5182538.91	3476086.60	5182538.91
4464276	1	3476196.60	5183039.36	3476196.60	5183039.36
4464277	1	3474712.80	5181737.29	3474712.80	5181737.29
4469213	1	3475809.40	5189497.97	3475809.40	5189497.97
4473055	2	3476291.30	5181172.15	3476291.30	5181172.15
4476795	2	3476469.40	5181619.09	3476469.40	5181619.09
4477436	2	3475689.90	5181651.99	3475689.90	5181651.99
4478174	2	3476634.50	5181561.98	3476634.50	5181561.98
4483774	1	3473973.80	5182166.97	3473973.80	5182166.97
4501891	2	3475169.10	5181536.09	3475169.10	5181536.09
4505481	2	3477317.00	5182264.95	3477317.00	5182264.95
4505483	2	3477363.60	5182262.91	3477363.60	5182262.91
4506588	2	3479150.70	5182837.87	3479150.70	5182837.87
4507902	1	3475266.40	5181347.00	3475266.40	5181347.00
4516362	1	3476729.60	5180775.89	3476729.60	5180775.89
4516382	1	3476692.90	5180759.26	3476692.90	5180759.26
4516402	1	3476647.10	5180733.21	3476647.10	5180733.21
4516404	1	3476600.00	5180768.01	3476600.00	5180768.01
4516442	1	3476578.20	5180809.83	3476578.20	5180809.83
4527538	1	3475954.40	5183074.01	3475954.40	5183074.01
4527540	1	3475976.40	5183100.88	3475976.40	5183100.88
4528602	2	3476466.00	5181670.02	3476466.00	5181670.02
4528610	2	3476824.00	5180620.08	3476824.00	5180620.08
4528612	3	3476824.30	5180620.34	3476824.30	5180620.34
4528614	2	3476054.40	5180356.42	3476054.40	5180356.42
4531210	2	3477471.40	5181685.71	3477471.40	5181685.71
4531222	2	3477355.10	5182020.06	3477355.10	5182020.06
4531224	2	3477454.40	5181755.16	3477454.40	5181755.16
4531226	2	3477423.40	5181852.62	3477423.40	5181852.62
4534946	1	3476045.40	5182612.02	3476045.40	5182612.02
4535518	1	3476570.60	5179652.12	3476570.60	5179652.12
4535520	1	3476610.10	5179604.96	3476610.10	5179604.96
4535523	1	3476588.90	5179578.81	3476588.90	5179578.81
4535525	1	3476559.10	5179543.84	3476559.10	5179543.84
4535527	1	3476524.20	5179499.28	3476524.20	5179499.28
4544884	1	3475598.30	5182379.15	3475598.30	5182379.15
4561183	1	3474993.20	5181237.59	3474993.20	5181237.59
4561592	1	3475068.00	5181266.59	3475068.00	5181266.59
4565351	2	3477331.60	5182092.93	3477331.60	5182092.93
4567615	1	3474627.00	5182544.30	3474627.00	5182544.30
4567617	1	3474656.00	5182545.78	3474656.00	5182545.78
4572727	1	3476915.40	5183603.88	3476915.40	5183603.88
4573001	2	3477583.60	5184718.49	3477583.60	5184718.49
4573003	2	3477596.30	5184754.76	3477596.30	5184754.76
4573005	2	3477613.50	5184807.47	3477613.50	5184807.47
4573007	2	3477627.80	5184847.93	3477627.80	5184847.93
4573009	2	3477653.10	5184895.28	3477653.10	5184895.28
4573015	2	3477776.90	5184956.81	3477776.90	5184956.81
4573017	2	3477820.80	5184949.12	3477820.80	5184949.12
4575106	2	3479383.70	5182715.26	3479383.70	5182715.26
4575652	1	3477410.80	5181898.55	3477410.80	5181898.55
4575740	1	3477420.90	5181906.42	3477420.90	5181906.42
END					
HAT_ID	X1	Y1	X2	Y2	
112465	3476887.00	5182877.38	3476889.60	5182877.50	
113033	3474405.90	5181382.36	3474410.90	5181379.96	
114421	3474639.00	5181993.85	3474643.50	5181994.37	
114707	3476727.90	5182751.14	3476730.70	5182751.57	
114992	3477869.70	5183161.29	3477873.00	5183161.59	
116613	3475815.90	5181889.71	3475820.70	5181888.95	
117630	3475362.80	5181514.97	3475402.40	5181553.48	
118294	3473628.10	5182029.29	3473584.60	5182037.47	
118295	3473584.60	5182037.47	3473550.40	5182047.25	
118296	3476437.80	5181593.46	3476427.80	5181564.42	
118297	3473550.40	5182047.25	3473521.80	5182060.05	
118298	3473521.80	5182060.05	3473477.50	5182068.63	
118481	3473667.00	5182021.98	3473628.10	5182029.29	
118953	3485529.80	5184452.35	3485545.30	5184550.71	
119062	3477176.30	5183809.10	3477155.70	5183824.21	
119080	3474108.50	5182247.80	3474099.00	5182287.20	
119099	3476255.50	5183267.99	3476280.60	5183217.74	
119144	3478243.40	5182863.01	3478236.00	5182905.39	
119151	3477721.60	5183286.31	3477684.20	5183288.65	
119154	3474348.90	5182405.06	3474378.80	5182452.10	
119158	3475630.50	5182648.51	3475645.80	5182669.25	
119161	3477367.60	5183753.30	3477379.40	5183789.63	
119167	3474874.10	5181511.98	3474903.10	5181483.19	
119239	3476169.20	5183579.09	3476151.70	5183623.34	
119312	3476215.60	5183442.54	3476226.00	5183404.89	
119315	3476186.90	5183539.10	3476219.60	5183514.27	
119352	3478217.70	5182685.58	3478248.20	5182697.84	
119356	3479223.20	5182118.70	3479235.50	5182122.03	
119357	3479222.10	5182117.98	3479246.20	5182130.08	
119395	3474434.70	5181771.81	3474505.80	5181746.04	
119639	3474223.90	5181976.01	3474280.20	5181963.41	
119669	3476051.00	5183737.13	3476022.00	5183731.52	
119734	3476417.10	5183131.92	3476411.90	5183156.90	
119743	3475089.60	5182201.98	3475041.70	5182201.07	
119747	3477800.60	5183091.68	3477793.90	5183114.60	
119808	3477474.00	5182735.90	3477486.60	5182680.89	
119828	3474385.00	5181863.60	3474388.30	5181796.72	
119899	3476729.60	5180775.89	3476765.30	5180812.94	
119904	3473580.30	5182250.77	3473535.90	5182256.26	
119905	3475265.20	5181320.29	3475295.80	5181275.02	
119967	3474340.10	5182300.80	3474311.80	5182269.92	
120030	3477493.90	5183896.27	3477512.00	5183935.70	
120128	3474060.70	5182224.56	3474108.50	5182247.80	
120149	3474203.80	5181979.26	3474223.90	5181976.01	
120240	3478218.80	5182685.78	3478248.20	5182698.51	
120242	3479423.30	5182731.13	3479482.60	5182745.01	
120244	3479281.80	5182827.33	3479460.20	5182868.80	
120268	3476059.20	5180339.29	3476054.40	5180356.42	
120302	3476922.80	5179947.16	3476923.30	5179942.61	
120304	3477733.10	5181268.95	3477700.80	5181337.26	
120305	3477422.10	5181132.49	3477431.60	5181128.47	
120333	3476442.20	5179870.71	3476420.40	5179883.40	
120338	3476270.90	5180274.77	3476286.40	5180275.39	
120339	3476138.00	5181727.13	3476113.60	5181731.94	
120402	3477158.90	5183450.23	3477176.20	5183466.84	
120404	3475300.50	5182450.24	3475309.90	5182468.46	
120405	3474709.60	5181737.17	3474701.40	5181731.96	
120411	3474906.50	5181546.27	3474891.40	5181530.98	
120413	3477314.20	5182552.85	3477357.80	5182645.15	
120428	3473880.50	5182223.82	3473850.70	5182214.28	
120432	3475114.50	5181469.81	3474903.90	5181546.15	
120433	3474404.90	5181382.32	3474711.80	5181737.25	
120434	3474710.80	5181737.21	3474637.70	5181993.85	
120443	3475686.00	5181660.74	3475113.40	5181469.77	
120477	3476808.40	5180643.86	3476813.60	5180648.93	
120478	3477862.20	5183156.08	3477866.80	5183161.21	
120480	3476417.10	5183131.92	3476494.80	5183292.66	
120481	3476376.00	5182251.03	3476296.90	5182377.36	
120483	3476735.10	5182857.96	3476567.50	5182933.93	
120502	3475813.90	5181889.69	3475813.70	5181892.20	
120503	3475932.70	5181934.72	3475944.80	5181970.02	
120505	3478978.10	5182150.88	3478966.40	5182142.34	
120506	3478980.90	5182151.00	3478997.60	5182285.27	
120548	3476883.90	5182877.24	3476735.10	5182857.96	
120549	3477311.00	5182557.46	3477063.80	5182582.13	
120550	3473137.90	5182333.00	3473153.50	5182369.57	
120552	3475533.40	5180263.93	3475536.40	5180308.73	
120554	3475114.50	5181469.81	3475272.60	5181471.47	
120576	3478979.60	5182150.94	3478880.40	5182053.10	
120587	3476117.50	5182693.60	3476109.00	5182682.48	
120609	3477082.20	5182328.97	3477273.00	5182406.22	
120613	3478089.20	5183004.48	3478091.40	5183013.78	
120614	3478083.40	5183010.73	3478059.70	5183019.07	
120651	3476768.30	5183153.72	3476423.60	5183053.55	
120652	3477140.80	5182873.59	3477138.40	5182876.50	
120654	3476054.70	5181936.46	3475686.60	5181659.48	
120655	3477171.80	5183454.30	3477202.30	5183442.56	
120657	3476376.00	5182251.03	3476678.40	5182317.21	
120659	3475690.00	5181662.07	3475085.40	5181884.84	
120687	3473766.70	5182001.26	3473849.10	5181822.17	
120706	3476334.00	5182553.47	3476083.70	5182538.83	
120711	3477485.10	5181242.28	3477464.10	5181241.44	
120726	3484180.70	5183849.42	3484599.20	5184033.16	
120727	3483083.10	5183665.86	3483378.60	5183719.52	
120728	3485130.30	5184372.50	3485389.40	5184437.54	
120753	3476311.40	5183614.14	3476292.70	5183611.90	
120755	3477644.00	5183247.45	3477635.10	5183252.74	
120759	3476903.40	5179953.23	3476922.40	5179948.10	
120761	3477176.20	5183466.84	3477158.10	5183721.56	
120762	3476716.30	5182010.30	3476733.00	5182018.49	
120819	3475445.20	5181204.59	3475507.80	5181199.42	
120834	3478082.90	5183013.42	3478089.70	5183017.08	
120871	3477283.20	5182282.43	3477286.70	5182228.49	
120897	3477272.10	5182402.03	3477733.00	5182589.08	
120906	3474410.80	5182473.12	3474349.70	5182590.90	
120917	3477176.30	5183809.10	3477229.50	5183899.55	
120941	3477272.10	5182402.03	3477733.00	5182589.74	
120943	3479369.30	5182856.28	3479585.80	5182726.52	
120944	3479582.20	5182726.38	3479587.90	5182709.73	
120946	3475108.90	5182106.30	3475089.60	5182201.98	
120956	3479281.70	5182829.99	3479369.30	5182856.28	
120974	3476717.20	5182010.68	3476926.90	5182260.41	
120990	3477126.00	5182155.21	3477143.40	5182155.97	
121016	3475115.60	5181469.85	3475165.60	5181535.95	
121058	3475630.50	5182648.51	3475617.70	5182659.53	
121062	3476066.90	5180343.54	3476057.80	5180328.49	
121070	3476670.50	5182294.09	3476495.20	5182138.46	
121071	3477274.90	5182402.15	3477283.20	5182282.43	
121138	3478216.70	5182685.34	3478217.30	5182658.35	
121139	3478217.40	5182692.29	3478220.00	5182686.02	
121142	3476804.30	5180636.19	3476824.30	5180620.34	
121160	3476683.60	5184236.40	3476642.30	5184232.34	
121226	3473879.50	5182224.04	3473947.80	5182196.45	
121252	3485545.30	5184550.71	3486819.10	5181470.43	
121264	3476714.40	5182009.58	3476710.70	5182009.94	
121281	3479264.00	5182844.66	3479281.60	5182831.07	
121282	3473882.60	5182223.34	3473847.40	5182195.80	
121285	3476470.80	5181614.46	3476437.80	5181593.46	
121286	3476807.60	5180631.76	3476824.00	5180620.08	
121292	3477228.20	5183899.53	3477233.50	5184191.58	
121514	3477316.30	5182552.95	3477387.60	5182921.00	
121558	3481716.00	5183382.15	3481818.40	5183407.93	
121559	3481818.40	5183407.93	3482062.80	5183481.69	
121604	3475687.10	5181658.26	3477313.20	5182552.77	
121655	3482388.20	5183538.42	3482495.50	5183559.70	
121656	3482495.50	5183559.70	3482600.70	5183577.03	
121657	3482600.70	5183577.03	3482704.90	5183595.77	
121658	3482704.90	5183595.77	3482807.10	5183614.32	
121680	3475855.20	5182181.32	3475398.50	5182164.81	
121752	3476004.70	5183134.86	3475915.30	5183351.05	
121758	3479212.60	5182112.33	3478974.60	5182150.74	
121765	3476116.90	5182694.60	3476194.60	5183039.32	
121806	3482062.80	5183481.69	3482167.50	5183495.74	
121807	3482167.50	5183495.74	3482282.30	5183518.74	
121808	3474905.00	5181546.21	3474403.90	5181382.28	
121813	3475089.40	5181883.92	3475598.30	5182379.15	
121821	3477169.00	5183453.40	3476724.80	5182751.06	
121827	3478976.80	5182150.82	3479078.80	5182068.01	
121830	3476044.60	5182612.83	3476118.10	5182692.55	
121878	3477315.30	5182552.89	3476873.50	5182453.01	
121879	3476872.50	5182452.97	3476629.90	5182495.43	
121956	3476114.30	5181732.76	3475778.20	5181075.11	
122018	3476377.40	5182251.09	3476027.70	5182192.54	
122019	3476035.90	5182195.52	3475814.80	5181889.73	
122020	3475812.90	5181889.65	3476055.40	5181935.86	
122021	3474635.20	5181993.75	3474829.10	5181991.64	
122022	3474829.10	5181991.64	3475086.70	5181884.52	
122026	3477137.50	5182876.50	3476884.90	5182877.34	
122027	3476886.00	5182877.38	3476900.30	5182959.90	
122028	3476899.30	5182959.82	3477102.70	5183168.71	
122095	3473155.40	5182369.67	3473124.10	5182363.00	
122099	3477298.90	5183264.41	3477164.60	5183452.06	
122102	3476195.70	5183039.34	3476321.00	5183068.10	
122103	3476726.90	5182751.12	3476819.40	5182637.07	
122161	3476725.90	5182751.08	3476626.60	5182695.78	
122162	3476626.90	5182695.18	3476438.60	5182751.87	
122163	3476439.50	5182751.91	3476335.00	5182553.51	
122164	3476339.10	5182553.69	3476397.50	5182540.51	
122165	3476340.60	5182553.75	3476304.80	5182501.32	
122166	3476085.60	5182538.91	3475856.50	5182181.32	
122169	3476629.30	5182495.39	3476374.90	5182250.99	
122171	3475397.70	5182165.83	3475090.80	5181883.74	
122173	3476472.00	5181614.10	3476466.00	5181670.02	
122180	3477270.70	5182401.97	3477313.00	5182262.97	
122230	3476471.80	5181618.30	3476852.70	5181584.46	
122232	3477101.50	5183168.65	3477163.20	5183451.62	
122233	3477104.10	5183168.77	3477272.50	5183175.14	
122234	3477104.10	5183168.77	3477223.20	5183121.76	
122235	3476770.80	5183153.82	3477166.00	5183452.50	
122245	3478299.00	5182479.36	3478331.90	5182467.03	
122313	3478425.40	5182560.55	3478496.40	5182578.24	
122314	3475088.10	5181884.24	3475299.60	5182450.18	
122315	3476193.40	5183039.26	3476769.40	5183153.76	
122316	3477161.70	5183451.15	3477312.20	5182552.77	
122322	3478969.90	5182142.49	3478968.00	5182134.13	
122381	3478884.00	5182053.24	3478850.00	5182106.00	
122413	3477144.50	5182859.57	3477139.90	5182860.59	
122414	3477139.90	5182860.59	3477140.80	5182873.59	
122465	3477160.30	5183450.71	3475084.10	5181885.20	
122478	3477170.40	5183453.84	3477176.30	5183530.02	
122481	3476473.10	5181617.90	3476715.40	5182009.94	
122482	3479213.70	5182113.05	3479218.80	5182115.86	
122484	3479281.90	5182824.68	3479211.40	5182111.59	
122576	3478248.20	5182697.84	3478306.20	5182705.76	
122590	3477995.50	5182645.83	3478060.00	5182657.99	
122653	3477807.20	5182607.80	3477875.60	5182624.29	
122654	3477771.00	5182599.14	3477807.20	5182607.80	
122657	3478168.60	5182682.00	3478217.40	5182691.63	
122659	3478774.20	5182782.96	3478827.90	5182790.92	
122660	3478774.20	5182782.96	3478757.30	5182751.18	
122661	3478719.70	5182774.23	3478774.20	5182782.96	
122750	3478659.70	5182763.63	3478719.70	5182774.23	
122751	3478600.70	5182753.85	3478659.70	5182763.63	
122785	3479383.70	5182715.26	3479423.30	5182731.13	
122786	3479376.00	5182780.52	3479383.70	5182715.26	
122787	3479376.00	5182780.52	3479406.80	5182782.86	
122788	3479369.30	5182856.28	3479376.00	5182780.52	
122790	3479383.70	5182715.26	3479398.60	5182666.73	
122822	3477696.70	5181243.72	3477733.10	5181268.95	
122823	3477696.70	5181243.72	3477678.70	5181306.28	
122824	3477623.20	5181201.32	3477696.70	5181243.72	
122825	3477567.50	5181173.91	3477623.20	5181201.32	
122826	3477567.50	5181173.91	3477519.00	5181195.59	
122827	3477519.00	5181195.59	3477485.10	5181242.28	
122828	3477479.20	5181138.13	3477567.50	5181173.91	
122829	3477431.60	5181128.47	3477479.20	5181138.13	
122869	3479383.70	5182715.26	3479379.80	5182672.48	
123088	3482807.10	5183614.32	3482911.70	5183629.47	
123089	3482911.70	5183629.47	3483015.50	5183649.37	
123090	3483015.50	5183649.37	3483083.10	5183665.86	
123131	3476838.70	5180603.95	3476873.80	5180559.42	
123214	3477198.30	5182278.72	3477104.20	5182259.56	
123215	3477104.20	5182259.56	3477150.60	5182246.62	
123216	3477104.20	5182259.56	3477126.00	5182155.21	
123219	3479204.60	5182843.28	3479171.20	5182821.10	
123220	3479150.70	5182837.87	3479204.60	5182843.28	
123221	3479090.40	5182827.23	3479085.20	5182812.92	
123298	3477733.00	5182589.74	3477771.00	5182599.14	
123398	3479090.40	5182827.23	3479150.70	5182837.87	
123399	3479013.30	5182814.90	3479090.40	5182827.23	
123400	3478950.20	5182808.43	3479013.30	5182814.90	
123401	3478887.10	5182800.64	3478950.20	5182808.43	
123402	3478887.10	5182800.64	3478884.70	5182771.84	
123670	3478827.90	5182790.92	3478887.10	5182800.64	
123803	3478541.80	5182743.53	3478600.70	5182753.85	
123804	3478482.00	5182733.39	3478541.80	5182743.53	
123805	3478423.10	5182723.73	3478482.00	5182733.39	
123806	3478365.90	5182715.52	3478423.10	5182723.73	
123807	3478306.20	5182705.76	3478365.90	5182715.52	
124165	3479587.90	5182709.73	3479593.70	5182707.38	
124487	3477283.20	5182282.43	3477244.50	5182284.75	
124536	3477244.50	5182284.75	3477198.30	5182278.72	
124552	3482282.30	5183518.74	3482388.20	5183538.42	
124620	3478217.30	5182658.35	3478263.80	5182606.79	
124621	3478116.80	5182670.05	3478168.60	5182682.66	
124707	3478292.20	5182479.50	3478298.70	5182453.05	
124708	3478292.20	5182479.50	3478299.00	5182479.36	
124709	3478278.70	5182546.68	3478292.20	5182479.50	
124710	3478263.80	5182606.79	3478278.70	5182546.68	
124711	3478263.80	5182606.79	3478292.30	5182595.77	
124712	3478292.30	5182595.77	3478425.40	5182560.55	
124737	3484755.60	5184120.35	3484848.80	5184179.56	
124791	3479815.70	5182928.16	3479920.10	5182956.99	
124792	3479778.00	5182843.32	3479815.70	5182928.16	
124793	3479730.80	5182758.42	3479778.00	5182843.32	
124794	3479687.70	5182657.57	3479730.80	5182758.42	
124827	3484599.20	5184033.16	3484755.60	5184120.35	
124828	3483378.60	5183719.52	3483499.40	5183741.86	
124892	3483499.40	5183741.86	3483621.50	5183764.06	
124893	3483621.50	5183764.06	3483758.20	5183785.08	
124894	3483758.20	5183785.08	3483862.30	5183792.15	
124895	3483862.30	5183792.15	3483996.90	5183791.63	
124896	3483996.90	5183791.63	3484084.30	5183824.15	
124897	3484084.30	5183824.15	3484180.70	5183849.42	
124905	3485011.50	5184290.47	3485130.30	5184372.50	
124906	3484933.40	5184234.50	3485011.50	5184290.47	
124907	3484848.80	5184179.56	3484933.40	5184234.50	
125246	3481031.60	5183169.71	3481071.30	5183199.94	
125247	3478541.80	5182744.19	3478600.60	5182754.55	
125263	3480181.90	5182999.81	3480287.40	5183011.09	
125264	3480085.30	5182983.86	3480181.90	5182999.81	
125265	3480002.60	5182969.83	3480085.30	5182983.86	
125266	3479920.10	5182956.99	3480002.60	5182969.83	
125314	3478481.90	5182734.05	3478541.80	5182744.19	
125315	3478423.10	5182724.39	3478481.90	5182734.05	
125316	3478365.90	5182716.18	3478423.10	5182724.39	
125317	3478306.20	5182706.42	3478365.90	5182716.18	
125318	3478248.20	5182698.51	3478306.20	5182706.42	
125403	3481071.30	5183199.94	3481127.30	5183217.46	
125583	3479638.90	5182655.61	3479687.70	5182657.57	
125584	3479609.60	5182712.39	3479638.90	5182655.61	
125585	3479526.80	5182829.55	3479609.60	5182712.39	
125586	3479460.20	5182868.80	3479526.80	5182829.55	
125587	3481443.70	5183306.48	3481525.80	5183319.81	
125588	3481337.50	5183276.79	3481443.70	5183306.48	
125589	3481232.60	5183246.57	3481337.50	5183276.79	
125675	3480612.80	5183018.42	3480715.50	5182989.51	
125676	3480715.50	5182989.51	3480822.40	5182956.13	
125758	3481127.30	5183217.46	3481232.60	5183246.57	
125759	3481525.80	5183319.81	3481611.10	5183337.74	
125765	3477936.20	5182637.61	3477995.50	5182645.17	
125830	3478887.10	5182801.30	3478950.20	5182809.09	
125831	3478827.90	5182791.58	3478887.10	5182801.30	
125832	3478774.20	5182783.63	3478827.90	5182791.58	
125855	3481611.10	5183337.74	3481716.00	5183382.15	
125951	3480822.40	5182956.13	3480921.60	5182987.69	
126202	3480921.60	5182987.69	3480974.20	5183083.43	
126203	3480287.40	5183011.09	3480399.10	5183018.32	
126354	3485389.40	5184437.54	3485529.80	5184452.35	
126365	3479204.60	5182843.94	3479264.00	5182844.66	
126366	3479150.70	5182838.53	3479204.60	5182843.94	
126367	3479090.30	5182827.89	3479150.70	5182838.53	
126368	3479013.30	5182815.57	3479090.30	5182827.89	
126433	3478950.20	5182809.09	3479013.30	5182815.57	
126475	3480974.20	5183083.43	3481031.60	5183169.71	
126519	3478719.70	5182774.89	3478774.20	5182783.63	
126520	3478659.70	5182764.29	3478719.70	5182774.89	
126521	3478600.60	5182754.55	3478659.70	5182764.29	
126544	3480499.30	5183024.92	3480612.80	5183018.42	
126545	3480399.10	5183018.32	3480499.30	5183024.92	
126775	3477875.70	5182623.63	3477936.20	5182637.61	
126776	3478060.10	5182657.33	3478116.80	5182669.39	
127631	3477875.60	5182624.29	3477936.20	5182638.27	
127632	3477936.20	5182638.27	3477995.50	5182645.83	
127633	3478060.00	5182657.99	3478116.80	5182670.05	
127714	3477733.00	5182589.08	3477771.00	5182598.48	
127715	3477995.50	5182645.17	3478060.10	5182657.33	
127716	3477807.30	5182607.13	3477875.70	5182623.63	
127717	3477771.00	5182598.48	3477807.30	5182607.13	
127718	3478116.80	5182669.39	3478168.60	5182682.00	
127784	3478168.60	5182682.66	3478217.40	5182692.29	
128488	3477636.60	5184229.23	3477661.10	5184225.42	
128565	3475272.60	5181471.47	3475068.80	5181265.86	
129148	3473766.70	5182001.26	3473783.90	5181994.93	
129382	3475687.70	5181657.00	3475842.80	5181639.08	
129702	3475116.60	5181469.89	3475120.30	5181469.02	
134289	3474924.30	5181442.47	3474950.80	5181394.57	
134296	3474362.70	5181913.02	3474385.00	5181863.60	
134346	3474233.60	5182280.32	3474297.10	5182293.03	
134432	3477295.30	5183513.17	3477308.10	5183554.37	
134492	3474355.60	5182379.33	3474348.90	5182405.06	
134493	3474348.90	5182405.06	3474399.40	5182419.34	
134495	3473689.60	5182247.98	3473622.10	5182262.05	
134496	3473633.00	5182241.57	3473580.30	5182250.77	
134497	3473684.90	5182228.59	3473633.00	5182241.57	
134498	3473733.00	5182219.57	3473684.90	5182228.59	
134499	3473765.20	5182211.81	3473733.00	5182219.57	
134526	3476701.90	5184208.01	3476683.60	5184236.40	
134527	3476731.00	5184165.69	3476701.90	5184208.01	
134528	3476759.30	5184123.05	3476731.00	5184165.69	
134529	3476779.70	5184067.77	3476759.30	5184123.05	
134530	3476811.00	5184043.96	3476779.70	5184067.77	
134552	3477386.70	5182920.96	3477144.50	5182859.57	
134602	3474643.40	5182235.36	3474582.10	5182249.87	
134603	3474582.10	5182249.87	3474531.90	5182261.77	
134604	3474531.90	5182261.77	3474493.40	5182271.61	
134605	3474493.40	5182271.61	3474439.80	5182283.63	
134606	3474439.80	5182283.63	3474389.90	5182294.51	
134613	3474306.80	5182299.20	3474339.90	5182351.38	
134614	3474339.90	5182351.38	3474355.60	5182379.33	
134661	3475281.60	5182766.29	3475312.80	5182786.01	
134662	3475312.80	5182786.01	3475342.30	5182807.79	
134663	3475342.30	5182807.79	3475391.10	5182842.09	
134664	3475391.10	5182842.09	3475410.90	5182840.19	
134697	3474389.90	5182294.51	3474340.10	5182300.80	
134698	3474297.10	5182293.03	3474306.80	5182299.20	
134703	3473766.70	5182001.26	3473721.30	5182010.76	
134796	3473721.30	5182010.76	3473667.00	5182021.98	
134849	3477117.50	5183719.06	3477139.20	5183708.98	
134851	3476678.40	5182317.21	3476670.50	5182294.09	
134866	3475790.50	5182921.74	3475802.60	5182918.38	
134867	3475802.60	5182918.38	3475833.50	5182902.05	
134925	3477251.80	5183372.75	3477268.10	5183426.43	
134926	3477268.10	5183426.43	3477281.00	5183465.24	
134927	3477281.00	5183465.24	3477295.30	5183513.17	
134936	3475875.30	5180349.11	3475819.00	5180337.85	
135011	3474863.70	5182567.98	3474906.30	5182570.35	
135012	3474311.80	5182269.92	3474259.20	5182258.72	
135014	3475819.00	5180337.85	3475778.70	5180308.67	
135073	3474827.90	5182553.41	3474863.70	5182567.98	
135074	3474788.10	5182551.65	3474827.90	5182553.41	
135075	3475026.30	5182613.61	3475002.50	5182647.27	
135076	3475002.50	5182647.27	3474992.70	5182674.48	
135077	3474992.70	5182674.48	3474969.40	5182711.65	
135078	3474969.40	5182711.65	3474919.80	5182704.44	
135089	3476858.90	5183969.87	3476832.00	5183994.27	
135090	3476882.80	5183931.07	3476858.90	5183969.87	
135101	3476097.90	5183711.10	3476051.00	5183737.13	
135257	3474862.80	5182698.39	3474820.70	5182696.44	
135271	3477793.90	5183114.60	3477782.10	5183154.00	
135348	3475412.10	5181221.04	3475445.20	5181204.59	
135515	3476813.60	5180648.93	3476799.30	5180680.51	
135516	3476799.30	5180680.51	3476770.40	5180711.61	
135517	3476770.40	5180711.61	3476746.10	5180741.76	
135518	3476746.10	5180741.76	3476729.60	5180775.89	
135589	3476105.70	5181007.50	3476060.00	5181000.65	
135590	3476103.90	5181035.69	3476105.70	5181007.50	
135591	3476090.70	5181091.86	3476103.90	5181035.69	
135598	3475589.90	5180270.34	3475533.40	5180263.93	
135599	3475646.70	5180281.24	3475589.90	5180270.34	
135600	3475669.10	5180283.69	3475646.70	5180281.24	
135615	3475665.50	5182700.41	3475684.00	5182732.19	
135624	3476107.50	5183308.99	3476106.10	5183364.25	
135625	3476094.80	5183260.30	3476107.50	5183308.99	
135626	3476077.70	5183226.77	3476094.80	5183260.30	
135627	3476041.80	5183181.77	3476077.70	5183226.77	
135628	3476004.70	5183134.86	3476041.80	5183181.77	
135629	3475929.60	5183042.93	3475954.40	5183074.01	
135641	3475239.70	5182741.87	3475281.60	5182766.29	
135661	3475817.60	5183532.67	3475776.90	5183508.82	
135662	3475834.90	5183555.15	3475817.60	5183532.67	
135663	3475872.20	5183621.63	3475834.90	5183555.15	
135664	3475919.30	5183654.88	3475872.20	5183621.63	
135665	3475958.60	5183686.50	3475919.30	5183654.88	
135666	3475996.80	5183717.69	3475958.60	5183686.50	
135667	3476309.50	5181174.53	3476291.30	5181172.15	
